Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
Vila deosebita de 534 mp$ 1800 mp$ terasa$ Codlea;Brasov / Codlea;1800 m²;534 m²;Bună;5+;3;Complet;Vânzare;549.000 €
Casa de 630 mp si teren 600 mp$ mobilata si utilata$ zona Ce;Brasov / Brasov;600 m²;630 m²;Bună;5+;4;;Vânzare;850.000 €
Casa individuala$ 162 mp utili$ 440 mp teren$ zona Barnova;Iasi / Barnova;500 m²;162 m²;Nouă;4;2;Nemobilat;Vânzare;115.000 €
Casa alipita in zona partiei de Ski$ Feleacu;Cluj / Feleacu;700 m²;182 m²;Bună;5;3;Nemobilat;Vânzare;335.000 €
Duplex cu 4 camere zona Dedeman schimb cu apartament;Dambovita / Targoviste;168 m²;142 m²;Bună;4;2;Complet;Vânzare;138.000 €
Casa de vacanta$ 4 camere$ 119 mp utili$ 2300 mp de teren$ M;Cluj / Marisel;2300 m²;119 m²;Bună;5;2;Complet;Vânzare;280.000 €
Casa cu 4 camere$ 93 mp$ 297 mp teren$ Someseni;Cluj / Cluj-Napoca;297 m²;93 m²;Bună;4;2;Complet;Vânzare;205.000 €
Vila P 1E M mobilata si utilata strada Doinei;Bucuresti-Ilfov / Dobroesti;307 m²;230 m²;Bună;6;4;;Vânzare;329.999 €
Casa de vanzare$ 5 camere$ 170 mp$ mobilata la cheie$ zona D;Cluj / Dezmir;649 m²;170 m²;Bună;5;2;Complet;Vânzare;309.000 €
Casă modernă 4 camere$ 30 ari teren$ 4 anexe la 20 de minu;Bistrita-Nasaud / Bistrita;3000 m²;90 m²;Bună;3;1;Complet;Vânzare;84.000 €
Vila moderna 5 camere$ teren 250mp$ Colentina Cornisor;Bucuresti-Ilfov / Bucuresti;250 m²;200 m²;Bună;5;2;Complet;Vânzare;295.000 €
Casă / Vilă spațioasă cu curte generoasă în Urlați;Prahova / Urlati;1145 m²;213 m²;Bună;4;2;Nemobilat;Vânzare;140.000 €
Casă / Vilă de vanzare cu 5 camere$ adiacent Martha Bib...;Bucuresti-Ilfov / Mogosoaia;504 m²;140 m²;Bună;5;3;;Vânzare;330.000 €
Casă 3 dormitoare$ 120 mp utili$ 500 mp teren - zona Unirea;Bistrita-Nasaud / Bistrita;500 m²;120 m²;În construcție;4;2;Nemobilat;Vânzare;189.000 €
Ocazie Unica! Casa in Livezeni cu 1600 mp Teren cu o a doua;Mures / Livezeni;1600 m²;180 m²;Bună;5;2;Parțial;Vânzare;140.000 €
Casa in stil mediteranean cu Fotovoltaice si statie incarcar;Mures / Sancraiu De Mures;448 m²;105 m²;Bună;4;2;Complet;Vânzare;223.000 €
Vila noua in cartier rezidential$ areal apreciabil$ Halchiu$;Brasov / Brasov;680 m²;118 m²;Bună;4;2;Nemobilat;Vânzare;187.500 €
Casa SUPERBA in Corunca;Mures / Corunca;600 m²;280 m²;Bună;4;4;Complet;Vânzare;345.000 €
Casa cocheta in inima orasului .;Mures / Targu Mures;463 m²;65 m²;Bună;2;1;Parțial;Vânzare;238.000 €
Vila ta de vis te așteaptă!;Bucuresti-Ilfov / Berceni;411 m²;178 m²;Bună;5+;3;;Vânzare;215.000 €
Casa individuala unde confortul întâlnește liniștea!;Bucuresti-Ilfov / Berceni;378 m²;87 m²;Bună;3;1;;Vânzare;125.000 €
Vilă premium P+1 cu pod $complet mobilată și utilată;Bucuresti-Ilfov / Berceni;378 m²;143 m²;Bună;4;2;;Vânzare;179.000 €
Vilă mediteraneană Corbeanca centru - Hestia Residence;Bucuresti-Ilfov / Corbeanca;496 m²;225 m²;Nouă;5;3+;Nemobilat;Vânzare;340.000 €
Spațios și central - Vilă individuală P + 1E + M Hestia Residence;Bucuresti-Ilfov / Corbeanca;420 m²;225 m²;Nouă;5;3+;Nemobilat;Vânzare;340.000 €
Casa pasiva SMART HOUSE finisata$ 184 mp utili$ Borhanci;Cluj / Cluj-Napoca;285 m²;184 m²;Nouă;5;3;Nemobilat;Vânzare;620.000 €
Casa P 1 M$ constructie 2015$ Ploiesti$ Albert;Prahova / Ploiesti;300 m²;132 m²;Bună;6;3;Parțial;Vânzare;254.000 €
Casa individuala pe Gheorghe Doja$160 mp utili;Bihor / Oradea;254 m²;160 m²;Nouă;4;3;Nemobilat;Vânzare;360.000 €
Vila cu curte individuala$ zona centrala Popești-Leordeni;Bucuresti-Ilfov / Popesti Leordeni;140 m²;149 m²;Bună;5;3+;;Vânzare;299.000 €
Casa moderna de la 45 km. de Bucuresti;Ialomita / Movilita;1180 m²;123 m²;Bună;3;2;Complet;Vânzare;99.500 €
Săbăreni$ casă parter 4 camere$ CT$ terasă$ pivniță...;Giurgiu / Sabareni;478 m²;110 m²;Nouă;4;2;Nemobilat;Vânzare;146.500 €
Vila P 1E M mobilata si utilata strada Doinei;Bucuresti-Ilfov / Dobroesti;307 m²;230 m²;Bună;6;4;;Vânzare;329.999 €
Casa deosebita$ in Frecatei – la doar 15 minute de Tulcea!;Tulcea / Frecatei;3108 m²;202 m²;Bună;5+;2;;Vânzare;130.000 €
Casa/Vila 71 mp utili$ 183 mp teren$ zona Ultracentrală;Suceava / Suceava;183 m²;71 m²;Bună;3;1;Nemobilat;Vânzare;129.000 €
Casă / Vilă cu 5 camere de vânzare;Brasov / Sanpetru;410 m²;135 m²;Nouă;5;3;Nemobilat;Vânzare;299.999 €
Casa cu teren de 1.600 mp in Checea langa primarie.;Timis / Checea;1608 m²;100 m²;De renovat;3;3+;Nemobilat;Vânzare;35.000 €
Casa de - Movilita$ jud. Ialomita - 2000 mp teren$ pozitie;Ialomita / Movilita;2000 m²;140 m²;Bună;6;2;;Vânzare;85.000 €
CASA PE COLT | IOSIA | TEREN DE 444 MP;Bihor / Oradea;444 m²;91 m²;Bună;3;1;;Vânzare;182.000 €
Casa cu 3 camere$ 115 mp$ zona semicentrala;Mures / Targu Mures;333 m²;115 m²;Bună;3;2;Complet;Vânzare;188.000 €
Casă cu 4 camere$ 119 mp utili$ 660 mp teren$ zona Dâmbul;Cluj / Cluj-Napoca;660 m²;119 m²;Bună;4;3;Complet;Vânzare;400.000 €
Apple Villas 2 - Direct Dezvoltator - 0% Comision - metrou N;Bucuresti-Ilfov / Bucuresti;160 m²;136 m²;De renovat;4;3;Nemobilat;Vânzare;270.000 €
Apple Villas 2 - Direct Dezvoltator - 0% Comision - metrou N;Bucuresti-Ilfov / Bucuresti;160 m²;136 m²;De renovat;4;3;Nemobilat;Vânzare;270.000 €
Vila singulara 5-6 cam-comision 0%- 600m Auchan Titan - 250m;Bucuresti-Ilfov / Bucuresti;302 m²;220 m²;Bună;5;4;Nemobilat;Vânzare;550.000 €
Casa P+M cu teren 162 mp - situata pe malul lacului Fundeni$;Bucuresti-Ilfov / Bucuresti;162 m²;88 m²;Bună;3;2;Parțial;Vânzare;228.000 €
Duplex la rosu in Luna$ langa Campia Turzii;Cluj / Luna;1800 m²;753 m²;De renovat;5+;4;Nemobilat;Vânzare;540.000 €
Duplex in Dumbravita$ 5 camere$ 120 mp utili$ 300 mp teren$;Timis / Dumbravita;300 m²;120 m²;În construcție;5;2;Nemobilat;Vânzare;238.500 €
Casă centrală $ 2 camere $renovată;Cluj / Dej;100 m²;66 m²;Bună;2;1;Parțial;Vânzare;115.000 €
Casa superba cu 13 camere in Sangeorgiu de Mures;Mures / Sangeorgiu De Mures;707 m²;700 m²;Bună;5+;6;Parțial;Vânzare;559.000 €
Casa individuala de lux in Salicea$ 120 mp utili si 525 mp t;Cluj / Salicea;525 m²;120 m²;Bună;4;3;Complet;Vânzare;298.000 €
Casa PREDELUT $ 4 camere;Brasov / Bran;1800 m²;115 m²;În construcție;4;1;Nemobilat;Vânzare;135.000 €
Case pe parter $ 108 mp construiti$ posibilitate de rate$ zo;Suceava / Suceava;300 m²;70 m²;În construcție;2;1;Nemobilat;Vânzare;105.000 €
Casă Ultracentrală la Preț de Apartament – 3 camere 10;Mures / Targu Mures;250 m²;100 m²;Bună;3;3;Complet;Vânzare;168.000 €
Casa individuala de - Cobalt Residence - Pret 89.900 E t;Vrancea / Focsani;255 m²;70 m²;Bună;3;2;;Vânzare;89.900 €
Casa+Teren aferent si Anexe$ Str. Petresti;Gorj / Targu Jiu;616 m²;79 m²;Bună;3;0;Parțial;Vânzare;85.000 €
Casa individuală tip P+E$ 120 mp utili$ 340 mp teren$ zona;Satu-Mare / Satu Mare;340 m²;120 m²;Bună;3;2;Complet;Vânzare;267.000 €
Casa individuala superba si teren generos Techirghiol;Constanta / Techirghiol;1014 m²;52 m²;Bună;3;1;Complet;Vânzare;139.000 €
"Vila 5 camere LUX ""0 km"" cu curte - Corbeanca - Paradisul...";Bucuresti-Ilfov / Corbeanca;450 m²;180 m²;Nouă;5;3;Nemobilat;Vânzare;299.999 €
Casa noua tip duplex $ 195 mp$ 3 bai$ 2 parcari$ aproape de;Cluj / Floresti;278 m²;195 m²;În construcție;5;3;Nemobilat;Vânzare;256.300 €
Duplex premium cu 4 camere situat in Mosnita Noua$ TVA in...;Timis / Mosnita Noua;255 m²;117 m²;Bună;4;3;Nemobilat;Vânzare;189.000 €
Vila de Lux în Constanța – Faleza Sud- Locație Premium;Constanta / Constanta;1216 m²;807 m²;Bună;5+;5;Complet;Vânzare;1.900.000 €
Casa individuala cu 4 camere$ panouri 11 KW$ in Sag;Timis / Sag;370 m²;92 m²;Bună;4;1;;Vânzare;159.000 €
Casa cu teren Medeea Constanta;Constanta / Constanta;367 m²;83 m²;Bună;3;1;;Vânzare;99.000 €
CASA CU ETAJ - BOTOSANI;Botosani / Botosani;250 m²;120 m²;Bună;4;2;Complet;Vânzare;149.000 €
Cladire/Casa P+3+T Rovine Oportunitate Investitie;Dolj / Craiova;165 m²;148 m²;Bună;5+;3+;Parțial;Vânzare;299.900 €
CASĂ INDIVIDUALĂ DE VÂNZARE – LA ROȘU | 167 MP UTILI;Iasi / Iasi;717 m²;167 m²;De renovat;4;3;;Vânzare;230.000 €
Spatiu deosebit | Destinatie mixta | Locuri parcare | 13 ...;Bucuresti-Ilfov / Bucuresti;705 m²;852 m²;Bună;5+;0;Parțial;Vânzare;1.380.000 €
Casă / Vilă cu 4 camere de vânzare în zona Periferie;Olt / Bals;520 m²;150 m²;Bună;4;3;Parțial;Vânzare;146.900 €
Vila premium cu piscina si spa$ 350mp$ 760mp teren$ Chinteni;Cluj / Chinteni;760 m²;350 m²;Bună;5+;6;Complet;Vânzare;650.000 €
Casa 8 camere$ 280 mp utili$ zona Girocului;Timis / Timisoara;641 m²;280 m²;Bună;5+;2;Parțial;Vânzare;680.000 €
Casă cu 6 camere de vânzare -la roșu- în Gepiu$ jude?...;Bihor / Gepiu;645 m²;120 m²;Nouă;5+;2;;Vânzare;59.000 €
Duplex despartit prin baie si hol cu 3 dormitoare si dres...;Timis / Giroc;200 m²;110 m²;Bună;4;2;Nemobilat;Vânzare;145.000 €
Casa individuala cu 4 camere$ 581 mp de teren$ Gilau;Cluj / Gilau;581 m²;120 m²;Bună;4;3;Nemobilat;Vânzare;185.000 €
Casa Geamana Bradu Arges;Arges / Bradu;400 m²;90 m²;În construcție;3;0;;Vânzare;160.000 €
Casa de vanzare stil mediteranean$ Nazna;Mures / Nazna;450 m²;120 m²;Bună;4;2;Parțial;Vânzare;149.900 €
Vilă de lux de vanzare$ 15 camere$ 550 mp$ zona Micro 6$ c;Dambovita / Targoviste;2000 m²;550 m²;Bună;5+;3;Nemobilat;Vânzare;870.000 €
Casa de vanzare$ cu 3 camere$ 138 mp$ zona Calea Domneasca;Dambovita / Targoviste;143 m²;138 m²;Bună;3;1;Parțial;Vânzare;125.000 €
Casa de vanzare$ cu 6 camere$ 200 mp$ zona Hotar;Bihor / Oradea;2600 m²;200 m²;Bună;5+;3;Complet;Vânzare;90.000 €
Casa taraneasca cu teren generos in Luna$ langa Campia Turzi;Cluj / Luna;1330 m²;96 m²;Bună;2;1;Nemobilat;Vânzare;60.000 €
Duplex in ansamblu rezidential inchis$ Chinteni;Cluj / Chinteni;375 m²;120 m²;Bună;5;3;Nemobilat;Vânzare;197.000 €
Casa individuala in Dumbravita P+1+M + teren generos;Timis / Dumbravita;650 m²;345 m²;Nouă;5+;2;Nemobilat;Vânzare;399.999 €
Casă individuală$ 125 mp cu 475mp teren în Dezmir;Cluj / Dezmir;475 m²;125 m²;Bună;4;2;Complet;Vânzare;258.900 €
Vila superba cu 3 dormitoare Lavandei Residence;Mures / Livezeni;542 m²;106 m²;Nouă;4;2;Nemobilat;Vânzare;211.000 €
Casa individuala$ 200 mp$ 300mp teren$ 5 dormitoare$ constru;Cluj / Floresti;300 m²;198 m²;În construcție;5+;3;Nemobilat;Vânzare;295.000 €
Case individuale de vanzare$ 150 mp$ teren 334 mp$ Valea Chi;Cluj / Cluj-Napoca;334 m²;150 m²;Nouă;3;2;Nemobilat;Vânzare;299.990 €
Casa individuala 4 camere;Sibiu / Sibiu;1310 m²;196 m²;Bună;4;1;Complet;Vânzare;290.000 €
Casa taraneasca cu teren generos in Luna$ langa Campia Turzi;Cluj / Luna;1330 m²;96 m²;Bună;2;1;Nemobilat;Vânzare;60.000 €
Casa individuala 4 camere The 8 Residence Balotesti;Bucuresti-Ilfov / Balotesti;510 m²;115 m²;Nouă;4;0;;Vânzare;180.000 €
Vila Impresionantă în Brașov$ poziționare Ideală și sp;Brasov / Brasov;500 m²;400 m²;De renovat;5+;2;Nemobilat;Vânzare;495.000 €
Casa$ 4 Camere$ 330mp$ Oncea;Bihor / Oradea;330 m²;87 m²;Bună;4;2;Parțial;Vânzare;125.000 €
Casa/Vilă$ 341 mp construiti$ teren 1000 mp$ Tărtășești;Dambovita / Targoviste;1000 m²;280 m²;Nouă;5+;2;Nemobilat;Vânzare;124.000 €
Casă 4 camere $ zonă liniștită;Cluj / Dej;420 m²;182 m²;Bună;4;1;Complet;Vânzare;155.000 €
Casa la rosu 4 camere$ 169mp$ piata Pacurari;Iasi / Iasi;420 m²;169 m²;Nouă;4;1;Parțial;Vânzare;390.000 €
Vând Casă în Oraș cu Curte Proprie și Toate Utilități;Bihor / Oradea;280 m²;180 m²;Bună;4;2;Parțial;Vânzare;207.000 €
Casa cu destinatii multiple$ 8900 mp teren$ Vatra Moldovitei;Suceava / Suceava;8900 m²;265 m²;Bună;5+;5;Complet;Vânzare;359.000 €
Colt de poveste$ 1600 mp$ piscina$ semineu$ centru Giarmata;Timis / Giarmata Vii;1600 m²;250 m²;Bună;5+;4;Nemobilat;Vânzare;250.000 €
Pensiune in Baile Felix$ 850mp$ langa strand Apollo;Bihor / Oradea;800 m²;850 m²;Bună;5+;20;;Vânzare;1.650.000 €
Hala industriala$ 5 camere$ 895mp$ Sangeorgiu de Mures;Mures / Sangeorgiu De Mures;605 m²;895 m²;Bună;5;1;Nemobilat;Vânzare;200.000 €
Casa cu 4 camere$198 mp utili + 350 mp teren$Corunca;Mures / Corunca;350 m²;198 m²;Bună;4;3;Complet;Vânzare;299.000 €
Casă individuală 240 mp$ 420 mp teren$ Târgoviște;Dambovita / Targoviste;420 m²;240 m²;Bună;5+;2;Complet;Vânzare;225.000 €
Oportunitate$casa multifunctionala 9 camere$ 420 mp utili$ z;Suceava / Suceava;500 m²;420 m²;Bună;5+;4;Complet;Vânzare;450.000 €
Vila de lux cu spații wellness și panoramă spectaculoasă;Mures / Targu Mures;2456 m²;500 m²;Bună;4;5;;Vânzare;1.100.000 €
Jumatate de duplex cu 4 camere pe parter Dumbravita;Timis / Dumbravita;435 m²;103 m²;Bună;4;2;;Vânzare;225.000 €
Casa exclusivista cu 5 camere$ 4 bai$ in Dumbravita;Timis / Dumbravita;651 m²;268 m²;Nouă;5;3+;;Vânzare;640.000 €
Casa individuala Giarmata;Timis / Giarmata;631 m²;115 m²;Rezonabilă;4;2;Nemobilat;Vânzare;150.000 €
DARZA - CREVEDIA$ CASA 7 CAMERE;Dambovita / Darza;400 m²;164 m²;De renovat;5+;2;;Vânzare;88.900 €
Casa saseasca in Cristian 535mp utili;Brasov / Cristian;1545 m²;535 m²;Bună;5+;3;Complet;Vânzare;550.000 €
Casa $ 40 mp+ 16 mp anexa-3 camere $ 130 mp de teren$ Nicoli;Iasi / Iasi;130 m²;56 m²;Bună;3;2;Parțial;Vânzare;99.000 €
Vila cu garaj Padurea Pantelimon - 4 camere;Bucuresti-Ilfov / Pantelimon;492 m²;201 m²;Bună;4;3;;Vânzare;240.000 €
CASA CU ETAJ - BUCOVINA;Botosani / Botosani;700 m²;370 m²;Bună;6;2;Complet;Vânzare;400.000 €
Casa de vanzare Frumusani - Spatiu Comercial la Parter - 25;Calarasi / Frumusani;200 m²;220 m²;Bună;5+;2;Nemobilat;Vânzare;104.000 €
Casa noua $ deosebita $4 camere teren 500 mp$ cartier izvor;Brasov / Tarlungeni;500 m²;108 m²;Bună;4;2;Nemobilat;Vânzare;195.000 €
Casă de vânzare Tărlungeni – 5 camere$ teren$ garaj$ in;Brasov / Tarlungeni;590 m²;180 m²;În construcție;5;3;Nemobilat;Vânzare;160.000 €
Vila / Casa de vis$ 246 mp utili$ garaj$ Stupini;Brasov / Brasov;684 m²;246 m²;Bună;4;4;Complet;Vânzare;300.000 €
Casa compusa din 7 camere situata in zona EFORIE NORD - CENT;Constanta / Eforie Nord;396 m²;270 m²;Bună;5+;3;Complet;Vânzare;259.000 €
Casa 6 camere 165mp + 160m curte liber Piata Sudului$ Obr...;Bucuresti-Ilfov / Bucuresti;245 m²;165 m²;Bună;5+;3;;Vânzare;369.970 €
Casă la curte comună$ renovată complet în 2024 in zon...;Timis / Timisoara;495 m²;183 m²;Bună;5+;3;Nemobilat;Vânzare;165.000 €
Casa Ta de Vis cu Teren Generos și Tehnologie Modernă;Brasov / Bod;672 m²;132 m²;Bună;4;2;Complet;Vânzare;190.000 €
Casă individuală rezidențială$ 250 mp$ zona Centrală;Dambovita / Targoviste;740 m²;250 m²;Bună;5+;2;Parțial;Vânzare;429.000 €
Casa P + M la rosu$Craiova$ zona Tancodrom$ cu posibilitate;Dolj / Craiova;374 m²;153 m²;De renovat;4;2;Nemobilat;Vânzare;119.990 €
Locuinta complet utilata si mobilata$ cu curte si foisor$ ap;Cluj / Campenesti;300 m²;84 m²;Bună;3;1;Complet;Vânzare;163.000 €
Casa alipita in curte comuna$ 83 mp$ zona Andrei Muresanu;Cluj / Cluj-Napoca;200 m²;83 m²;Bună;2;2;Parțial;Vânzare;240.000 €
Duplex$ 150mp in Copaceni langa Turda;Cluj / Copaceni;340 m²;150 m²;Bună;3;1;Nemobilat;Vânzare;130.000 €
Casa cu 2 camere$ 91 mp$ teren 3.400 mp$ zona comuna Apa;Satu-Mare / Satu Mare;3400 m²;91 m²;De renovat;3;2;Nemobilat;Vânzare;50.000 €
Casa cuplata in vila$ de vanzare in Ghimbav$ Brasov;Brasov / Ghimbav;153 m²;88 m²;Bună;4;2;Complet;Vânzare;165.000 €
Comision 0% - Casa cu teren generos in Elciu;Cluj / Elciu;3100 m²;60 m²;De renovat;1;1;Nemobilat;Vânzare;75.000 €
Casa 4 camere$ Sancraiu de Mures$ comision zero pentru cumpa;Mures / Sancraiu De Mures;550 m²;160 m²;Bună;4;2;Complet;Vânzare;265.000 €
Exclusivitate! Vila cu 6 camere$ 500 mp$ zona Platou;Mures / Targu Mures;1217 m²;450 m²;Bună;5+;4;Parțial;Vânzare;449.000 €
Casa individuala cu 4 camere$ mobilata si utilata$ incalzire;Cluj / Gilau;393 m²;92 m²;Bună;4;2;Complet;Vânzare;269.000 €
Duplex de 150 mp$ proiect inovator 2022$ cartier Izvor!;Brasov / Harman;200 m²;120 m²;Bună;5;3;Nemobilat;Vânzare;140.000 €
Ocazie Unica! Casa 5 camere$ 180 mp$ ultracentral;Mures / Targu Mures;364 m²;180 m²;Bună;5;2;Complet;Vânzare;370.000 €
Casa 3 camere$ Martinesti 3 sau 6 ari teren;Satu-Mare / Martinesti;600 m²;90 m²;Nouă;3;2;Nemobilat;Vânzare;119.000 €
Casa cu etaj$ 4 camere$ 360 mp teren$ Valea Lupului;Iasi / Valea Lupului;360 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;163.500 €
Casa rustica (62mp) in sat Magura cu 1000mp teren si anexe!;Dambovita / Bezdead;1110 m²;62 m²;De renovat;2;1;Parțial;Vânzare;36.000 €
Sâncraiu la drumul principal - Teren 540 mp$ Casa 176 mp;Mures / Sancraiu De Mures;540 m²;176 m²;De renovat;5+;1;Nemobilat;Vânzare;85.000 €
Casă individuală 4 camere$ 285 mp$ Ideciu de Jos;Mures / Ideciu De Jos;1500 m²;285 m²;De renovat;4;2;Nemobilat;Vânzare;105.000 €
Casa cu 2 imobile$ 2 camere$ 140mp$ Central;Mures / Targu Mures;192 m²;140 m²;Bună;2;3;Parțial;Vânzare;239.000 €
CASA 5 camere $ GORNESTI $ 360 mp $ teren 3400 mp;Mures / Targu Mures;3500 m²;360 m²;Bună;5+;3;Parțial;Vânzare;240.000 €
Vila 7 camere - Babana - Arges - teren 4391 mp - fara comisi;Arges / Babana;4391 m²;356 m²;Bună;7;3;;Vânzare;398.907 €
Casa 154 mp$ teren 258 mp$ zona strazii Bucuresti;Cluj / Cluj-Napoca;258 m²;154 m²;De renovat;2;1;Nemobilat;Vânzare;260.000 €
Casă cu teren generos într-o zonă premium – Ideală pen;Gorj / Targu Jiu;667 m²;135 m²;Bună;4;1;Nemobilat;Vânzare;430.000 €
Casa 3 camere si teren 4873 mp în Pietroasa$ Moldoveneşti;Cluj / Moldovenesti;4873 m²;103 m²;Bună;4;1;Nemobilat;Vânzare;105.000 €
Casa individuală la cheie suprafată 178 mp$ 500 mp teren$;Dambovita / Targoviste;700 m²;178 m²;Bună;4;3;Nemobilat;Vânzare;165.000 €
Vilă Smart Home.Cu panouri solare$4 dormitoare$ birou$ s...;Cluj / Cluj-Napoca;540 m²;322 m²;Bună;5+;4;Nemobilat;Vânzare;785.000 €
CASA P+M mobilata si utilata Central Vladimirescu$ Arad (comision 0);Arad / Vladimirescu;412 m²;180 m²;Bună;4;2;Complet;Vânzare;229.000 €
;;0;0;;;0;;;0
Vila individuala$3 dormitoare cu bai proprii$ teren 660 mp$a;Mures / Sangeorgiu De Mures;660 m²;119 m²;Bună;4;3;Parțial;Vânzare;267.000 €
Casa renovabila de vanzare$ cu 2 camere$ 97 mp$ zona Poiana;Cluj / Turda;400 m²;97 m²;De renovat;2;1;Nemobilat;Vânzare;100.000 €
Casa superba pe stil American$ Paleu$ 140mp;Bihor / Paleu;500 m²;141 m²;Bună;4;2;Nemobilat;Vânzare;115.000 €
Casa individuala in zona Aerodromului$ Dezmir;Cluj / Dezmir;480 m²;240 m²;Bună;5+;3;Complet;Vânzare;300.000 €
COMISION 0% ! Casa individuala P+1$ str Valea Rosie 79$ Baia Mare;Maramures / Baia Mare;400 m²;185 m²;În construcție;4;0;;Vânzare;360.000 €
Casa individuala | personalizabila | incalzire in pardoseala;Brasov / Sanpetru;500 m²;107 m²;Bună;4;2;Nemobilat;Vânzare;210.000 €
Casă pasivă SMART HOUSE finisată - 184mp$ curte 298 mp$;Cluj / Cluj-Napoca;298 m²;180 m²;Bună;5;3;;Vânzare;620.000 €
Casa deosebita Dezmir$ zona Closca$ 150 mp;Cluj / Dezmir;450 m²;150 m²;Bună;4;4;Nemobilat;Vânzare;239.000 €
Casa de vacanta cu priveliste catre lac$ 213 mp utili$ 3500;Cluj / Catina;3500 m²;213 m²;Bună;5+;2;;Vânzare;249.000 €
Casa pe parter vatra veche Sacalaz;Timis / Sacalaz;550 m²;129 m²;Nouă;4;2;;Vânzare;219.000 €
Casa P+M$ Preajba Smart Pub$ 1500mp curte$ 175 mp utili;Dolj / Malu Mare;1500 m²;176 m²;Bună;4;3;Parțial;Vânzare;275.000 €
Dublă oportunitate într-o singură achiziție$ langa Prim;Dolj / Carcea;1066 m²;152 m²;Bună;5;3;;Vânzare;183.000 €
Casa de 6 camere$ 164 mp utili$ garaj$ zona Miroslava;Iasi / Iasi;300 m²;164 m²;Bună;5+;2;Parțial;Vânzare;170.000 €
Casa de vanzare cu 6 camere$ 480 mp$ zona Vetis;Satu-Mare / Vetis;800 m²;240 m²;Bună;5+;3;Parțial;Vânzare;280.000 €
Casa lux 5 camere$ 280 mp utili$ piscina$ Bucium;Iasi / Iasi;613 m²;280 m²;Bună;5;3;Complet;Vânzare;765.000 €
Casa in Sanpetru cu priveliste panoramica si zona linistita;Brasov / Brasov;667 m²;247 m²;Nouă;5;2;Parțial;Vânzare;240.000 €
Casa 4 camere$ 200 mp$ 1050 mp teren$ zona Ciurbesti;Iasi / Iasi;1050 m²;200 m²;Bună;4;2;Parțial;Vânzare;197.000 €
Casa 4 camere$ Cartier Izvor 170mp;Brasov / Brasov;279 m²;170 m²;Bună;4;2;;Vânzare;169.500 €
Casa cu 6 camere cu piscina și foisor Brasov;Brasov / Brasov;720 m²;210 m²;Bună;5+;4;Complet;Vânzare;245.000 €
Casa cu 4 camere la roșu$finisat sau la cheie$ 107 mp$ zona;Bihor / Santandrei;500 m²;107 m²;Bună;4;2;Nemobilat;Vânzare;160.000 €
Spatiu Comercial cu apartament de 2 camere la etaj 300mp$ Be;Dambovita / Targoviste;152 m²;115 m²;Bună;2;2;Complet;Vânzare;99.000 €
Priseaca Comision 0% cumparator Vilă de lux;Dambovita / Targoviste;900 m²;235 m²;Bună;5;3;;Vânzare;298.000 €
Casa boiereasca$ rafinata si luxoasa cu 8 camere$ 480mp$ Chi;Iasi / Iasi;1200 m²;480 m²;Bună;5+;4;Complet;Vânzare;395.000 €
Casa 600 mp utili pe Aleea Strugurilor Galata cu 1500 mp ter;Iasi / Iasi;1500 m²;600 m²;Bună;5+;4;Nemobilat;Vânzare;250.000 €
Duplex P+E$ modern$ 4 camere$ toate utilitatile$ Letcani;Iasi / Iasi;200 m²;95 m²;Bună;4;2;;Vânzare;135.000 €
;;0;0;;;0;;;0
Casă P+1$ finisaje premium$ 174 mpu$ 926 mp teren$ zona Peu;Dolj / Craiova;926 m²;174 m²;Bună;4;4;Complet;Vânzare;389.000 €
Duplex zona Urusagului;Cluj / Floresti;200 m²;92 m²;Nouă;4;2;Nemobilat;Vânzare;225.500 €
Casa 6 camere in Sanmartin;Bihor / Sanmartin;941 m²;149 m²;Bună;5+;2;Complet;Vânzare;307.500 €
Casa cu 7 camere$ 400 mp$ 1500 mp de teren$ Breazu;Iasi / Breazu;1500 m²;400 m²;Bună;5+;4;Complet;Vânzare;269.000 €
